adj   /9223370954442775807	DCGN	9.71	1082412000000				
open  /9223371294858775807	DAIO	3.00	741996000000				
high  /9223371294858775807	DAIO	3.13	741996000000				
low   /9223371294858775807	DAIO	3.00	741996000000				
close /9223371294858775807	DAIO	3.00	741996000000				
volume/9223371294858775807	DAIO	15900	741996000000				
adj   /9223371294858775807	DAIO	3.00	741996000000				
open  /9223371088186375807	DLPX	5.38	948668400000				
high  /9223371088186375807	DLPX	5.38	948668400000				
low   /9223371088186375807	DLPX	5.19	948668400000				
close /9223371088186375807	DLPX	5.19	948668400000				
volume/9223371088186375807	DLPX	6100	948668400000				
adj   /9223371088186375807	DLPX	5.19	948668400000				
open  /9223371148925575807	DNEX	57.38	887929200000				
high  /9223371148925575807	DNEX	58.25	887929200000				
low   /9223371148925575807	DNEX	57.38	887929200000				
close /9223371148925575807	DNEX	58.00	887929200000				
volume/9223371148925575807	DNEX	26800	887929200000				
adj   /9223371148925575807	DNEX	29.00	887929200000				
open  /9223371050951575807	DAIO	1.81	985903200000				
high  /9223371050951575807	DAIO	1.81	985903200000				
low   /9223371050951575807	DAIO	1.81	985903200000				
close /9223371050951575807	DAIO	1.81	985903200000				
volume/9223371050951575807	DAIO	6000	985903200000				
adj   /9223371050951575807	DAIO	1.81	985903200000				
open  /9223370891457175807	DTSI	18.56	1145397600000				
high  /9223370891457175807	DTSI	18.80	1145397600000				
low   /9223370891457175807	DTSI	17.92	1145397600000				
close /9223370891457175807	DTSI	18.74	1145397600000				
volume/9223370891457175807	DTSI	170000	1145397600000				
adj   /9223370891457175807	DTSI	18.74	1145397600000				
open  /9223370844801175807	DMAN	18.09	1192053600000				
high  /9223370844801175807	DMAN	18.09	1192053600000				
low   /9223370844801175807	DMAN	17.10	1192053600000				
close /9223370844801175807	DMAN	17.25	1192053600000				
volume/9223370844801175807	DMAN	90400	1192053600000				
adj   /9223370844801175807	DMAN	17.25	1192053600000				
open  /9223370953578775807	DAIO	2.84	1083276000000				
high  /9223370953578775807	DAIO	3.00	1083276000000				
low   /9223370953578775807	DAIO	2.55	1083276000000				
close /9223370953578775807	DAIO	2.56	1083276000000				
volume/9223370953578775807	DAIO	17800	1083276000000				
adj   /9223370953578775807	DAIO	2.56	1083276000000				
open  /9223370773344775807	DBTK	10.36	1263510000000				
high  /9223370773344775807	DBTK	10.43	1263510000000				
low   /9223370773344775807	DBTK	10.25	1263510000000				
close /9223370773344775807	DBTK	10.29	1263510000000				
volume/9223370773344775807	DBTK	95500	1263510000000				
adj   /9223370773344775807	DBTK	10.29	1263510000000				
