DELL/2000-05-01	50.69	51.25	49.00	51.06	23757000	51.06	957164400000
DUSA/1994-06-22	4.12	4.12	3.88	3.91	17300	3.91	772268400000
DTSI/2008-08-18	33.27	33.87	32.77	33.19	273900	33.19	1219042800000
DGICB/2000-05-22	7.00	7.00	7.00	7.00	1500	3.07	958978800000
DCOM/2003-04-21	23.51	23.55	23.35	23.47	54300	11.95	1050908400000
DGII/2002-05-10	5.37	5.48	5.17	5.20	180700	5.20	1021014000000
DLTR/2004-01-27	32.39	33.81	32.35	32.97	2339400	32.97	1075190400000
DRAM/1997-06-04	9.69	9.81	9.62	9.62	30300	2.75	865407600000
DFZ/2000-05-11	3.44	3.62	3.44	3.50	6800	3.34	958028400000
DELL/1994-01-21	25.87	26.12	24.62	24.62	89721600	0.38	759139200000
DATA/2007-02-28	4.94	5.15	4.93	5.09	13500	5.09	1172649600000
DNDN/2007-10-30	7.56	7.58	7.45	7.52	1476800	7.52	1193727600000
DELL/2005-04-20	36.60	36.80	35.94	35.99	20709900	35.99	1113980400000
DXYN/2001-04-25	3.19	3.38	3.15	3.35	35200	3.35	988182000000
DYII/2000-04-27	9.38	9.38	8.75	9.00	4000	4.50	956818800000
DARA/2000-02-29	12.62	14.87	12.56	14.62	8900	5850.00	951811200000
DHFT/2003-11-14	16.10	16.30	16.10	16.30	10000	10.08	1068796800000
DRAD/2007-03-07	4.52	4.67	4.51	4.53	12400	4.53	1173254400000
DRRX/2006-08-09	3.41	3.60	3.25	3.26	284600	3.26	1155106800000
DAKT/2005-12-21	28.38	28.62	27.65	28.22	142800	13.79	1135152000000
DHIL/2006-10-23	63.60	63.69	62.90	63.01	2300	54.29	1161586800000
DXPE/2005-09-06	18.70	20.21	18.08	19.84	5090000	9.92	1125990000000
DJCO/2008-07-16	41.50	41.50	40.52	40.52	500	40.52	1216191600000
DATA/2009-11-13	0.39	0.40	0.39	0.40	22300	0.40	1258099200000
DHIL/2003-04-28	3.95	3.95	3.92	3.92	600	3.38	1051513200000
DHIL/2003-06-10	4.26	4.26	4.26	4.26	200	3.67	1055228400000
DANKY/1996-02-08	41.03	41.77	40.79	41.77	537500	41.17	823766400000
DTSI/2009-03-04	16.07	16.45	15.21	15.63	301600	15.63	1236153600000
DBLE/2001-01-25	4.53	4.53	4.53	4.53	200	4.53	980409600000
DRRX/2001-01-31	8.25	8.62	8.25	8.62	52500	8.62	980928000000
DNBF/2007-08-21	19.35	19.65	19.35	19.65	1500	17.24	1187679600000
DARA/2003-01-23	0.85	0.90	0.75	0.90	100	36.00	1043308800000
DSTI/2004-06-08	2.47	2.48	2.21	2.26	39900	2.26	1086678000000
DWCH/2003-07-15	3.01	3.63	3.01	3.25	25400	1.62	1058252400000
DECK/1993-10-26	24.00	24.75	24.00	24.00	79900	24.00	751618800000
DISH/2003-08-05	35.89	36.15	35.12	35.22	1427500	30.76	1060066800000
DSGX/1999-10-18	4.25	4.34	4.12	4.19	92700	4.19	940230000000
DIET/2003-12-04	3.90	4.02	3.90	4.00	54200	4.00	1070524800000
DARA/1996-09-26	11.62	11.62	11.38	11.38	700	4550.00	843721200000
DISK/1998-10-22	3.62	3.62	3.38	3.44	22000	3.44	909039600000
DAIO/2006-03-22	3.79	4.00	3.70	4.00	41700	4.00	1143014400000
DEIX/2009-01-06	0.36	0.39	0.35	0.37	13600	0.37	1231228800000
DSPG/2000-06-21	55.50	59.25	55.25	58.06	321700	51.45	961570800000
DYII/2001-08-02	17.18	17.50	15.85	16.30	63300	16.30	996735600000
DEST/2009-07-17	18.15	18.33	17.24	18.28	19000	18.28	1247814000000
